==== This output can be found in Systems/dx980/perf/mpstat-d.txt ====
==== START mpstat -d Mon Jul  6 23:15:50 GST 2015 ====

System configuration: lcpu=48 ent=6.0 mode=Uncapped 

cpu     cs    ics  bound     rq   push S3pull  S3grd  S0rd  S1rd  S2rd  S3rd  S4rd  S5rd   ilcs   vlcs S3hrd S4hrd S5hrd
 15 216459 215562      0      0      0      0      0   0.5  99.4   0.0   0.1   0.0   0.0 654163  12579 100.0   0.0   0.0     0
 16 26135153 4606125      0      0      0  23133 4905422  81.8   0.0   0.0   0.3   0.0  17.9  15303 87530942  55.8  44.2   0.0     0
 17 299135 257540      0      0      0      0     13  24.2  75.8   0.0   0.1   0.0   0.0 2271057 2286678  26.0  74.0   0.0     0
 18 219648 218303      0      0      0      0     63   1.4  98.6   0.0   0.0   0.0   0.0 672298 2116266   2.0  98.0   0.0     0
 19 218917 217493      0      0      0      0    101   1.0  98.9   0.0   0.0   0.0   0.1 672298 2092657   1.6  98.4   0.0     0
 20 232613 221877      0      0      0    619    364   7.1   0.1   0.0   1.1   0.0  91.7 2389229  20838  98.7   1.3   0.0     0
 21 220963 217925      0      0      0      7      0   2.7  97.2   0.0   0.0   0.0   0.0 657306  14751  99.9   0.1   0.0     0
 22 215607 215414      0      0      0      0      0   0.2  99.8   0.0   0.0   0.0   0.0 654375   9212 100.0   0.0   0.0     0
 23 215549 215339      0      0      0      0      0   0.2  99.8   0.0   0.0   0.0   0.0 654372   9371 100.0   0.0   0.0     0
 24 920812 345738      0      0      0   9826  31101  68.5   0.1   0.0   6.0   0.0  25.5 2378405 795994  75.7  24.3   0.0     0
 25 224716 219466      0      0      0      0      9   4.1  95.8   0.0   0.1   0.0   0.0 2373636 164781   4.6  95.4   0.0     0
 26 216092 215798      0      0      0      0      5   0.4  99.6   0.0   0.0   0.0   0.0 653287 148824   0.4  99.6   0.0     0
 27 217278 216449      0      0      0      0      3   0.9  99.1   0.0   0.0   0.0   0.0 653256 148019   0.7  99.3   0.0     0
 28 226586 219440      0      0      0    480    267   4.8   0.0   0.0   0.8   0.0  94.3 2388555  19003  98.8   1.2   0.0     0
 29 238025 233512      0      0      0     15      0   9.6  90.3   0.0   0.0   0.0   0.0 2376670  18907  99.9   0.1   0.0     0
 30 218492 218325      0      0      0      0      2   1.5  98.4   0.0   0.0   0.0   0.0 654380   9427 100.0   0.0   0.0     0
 31 218004 217717      0      0      0      0      1   1.3  98.7   0.0   0.0   0.0   0.0 654300   9012 100.0   0.0   0.0     0
 32 381854 233904      0      0      0    177   8981  43.0   0.0   0.0   2.2   0.0  54.7 2381574 284110  49.9  50.1   0.0     0
 33 221232 218930      0      0      0      0      4   3.2  96.7   0.0   0.0   0.0   0.0 2374128  58123   2.9  97.1   0.0     0
 34 216883 216435      0      0      0      0      3   0.8  99.2   0.0   0.0   0.0   0.0 2371788  51218   0.4  99.6   0.0     0
 35 216988 216404      0      0      0      0      3   0.8  99.1   0.0   0.0   0.0   0.0 653316  47133   0.5  99.5   0.0     0
 36 227435 219884      0      0      0    482    293   5.3   0.0   0.0   0.8   0.0  93.9 2391067  18033  98.9   1.1   0.0     0
 37 224235 221147      0      0      0      9      0   4.1  95.8   0.0   0.0   0.0   0.0 2379617  18660  99.9   0.1   0.0     0
 38 219352 218931      0      0      0      0      0   1.9  98.1   0.0   0.0   0.0   0.0 2376579  13628 100.0   0.0   0.0     0
 39 215884 215640      0      0      0      0      0   0.3  99.6   0.0   0.0   0.0   0.0 654419   8974 100.0   0.0   0.0     0
 40 237466 222274      0      0      0      3   1549   9.8   0.0   0.0   0.4   0.0  89.7 2380527  37907  12.3  87.7   0.0     0
 41 219684 217621      0      0      0      1      1   2.5  97.5   0.0   0.0   0.0   0.0 2374566  21590   2.6  97.4   0.0     0
 42 215535 215406      0      0      0      0      2   0.2  99.8   0.0   0.0   0.0   0.0 652893  10950   0.1  99.9   0.0     0
 43 215541 215390      0      0      0      0      0   0.2  99.8   0.0   0.0   0.0   0.0 652869  11664   0.1  99.9   0.0     0
 44 224715 219327      0      0      0    418    216   4.1   0.0   0.0   0.7   0.0  95.2  17919 47137450  99.0   1.0   0.0     0
 45 219500 217095      0      0      0     11      0   2.1  97.9   0.0   0.0   0.0   0.0 2377555  17641 100.0   0.0   0.0     0
 46 215552 215397      0      0      0      0      0   0.2  99.8   0.0   0.0   0.0   0.0 654930   8155 100.0   0.0   0.0     0
 47 216227 215339      0      0      0      0      0   0.5  99.5   0.0   0.0   0.0   0.0 654961   9191 100.0   0.0   0.0     0
ALL 465976986 51352506      1      2     20 399572 9626346  95.8   1.6   0.0   0.3   0.0   2.3 62354044 789510239  62.5  37.5   0.0     0
==== EXITED with rc 0 ====
==== END mpstat -d Mon Jul  6 23:15:50 GST 2015 ====
