==== This output can be found in Systems/dx980/perf/mpstat_5_2.txt ====
==== START mpstat 5 2 Mon Jul  6 23:15:39 GST 2015 ====

System configuration: lcpu=48 ent=6.0 mode=Uncapped 

cpu  min  maj  mpc  int   cs  ics   rq  mig lpa sysc us sy wa id   pc  %ec  lcs
 21    0    0    0    0    0    0    0    1 100    0  0 23  0 77 0.00  0.0    0
 22    0    0    0    0    0    0    0    1 100    0  0 20  0 80 0.00  0.0    0
 23    0    0    0    0    0    0    0    1 100    0  0 20  0 80 0.00  0.0    0
 24    0    0    0    2    0    0    0    1   0    0  0 46  0 54 0.00  0.0    1
 25    0    0    0    2    0    0    0    1 100    0  0 28  0 72 0.00  0.0    1
 26    0    0    0    0    0    0    0    1 100    0  0  6  0 94 0.00  0.0    0
 27    0    0    0    0    0    0    0    1 100    0  0  6  0 94 0.00  0.0    0
 28    0    0    0    2    0    0    0    1   0    0  0 49  0 51 0.00  0.0    1
 29    0    0    0    2    0    0    0    1 100    0  0 46  0 54 0.00  0.0    1
 30    0    0    0    0    0    0    0    1 100    0  0 31  0 69 0.00  0.0    0
 31    0    0    0    0    0    0    0    1 100    0  0 25  0 75 0.00  0.0    0
 32    0    0    0    2    0    0    0    1   0    0  0 46  0 54 0.00  0.0    1
 33    0    0    0    2    0    0    0    1 100    0  0 32  0 68 0.00  0.0    1
 34    0    0    0    2    0    0    0    1 100    0  0 28  0 72 0.00  0.0    1
 35    0    0    0    0    0    0    0    1 100    0  0 15  0 85 0.00  0.0    0
 36    0    0    0    2    0    0    0    1   0    0  0 51  0 49 0.00  0.0    1
 37    0    0    0    2    0    0    0    1 100    0  0 47  0 53 0.00  0.0    1
 38    0    0    0    2    0    0    0    1 100    0  0 50  0 50 0.00  0.0    1
 39    0    0    0    0    0    0    0    1 100    0  0 23  0 77 0.00  0.0    0
 40    0    0    0    2    0    0    0    1   0    0  0 43  0 57 0.00  0.0    1
 41    0    0    0    2    0    0    0    1 100    0  0 41  0 59 0.00  0.0    1
 42    0    0    0    0    0    0    0    1 100    0  0 33  0 67 0.00  0.0    0
 43    0    0    0    0    0    0    0    1 100    0  0 28  0 72 0.00  0.0    0
 44    0    0    0   21    0    0    0    1   0    0  0 59  0 41 0.00  0.0   21
 45    0    0    0    2    0    0    0    1 100    0  0  5  0 95 0.00  0.0    1
 46    0    0    0    0    0    0    0    1 100    0  0  2  0 98 0.00  0.0    0
 47    0    0    0    0    0    0    0    1 100    0  0  2  0 98 0.00  0.0    0
ALL 15020    0    0  683  383  140    3  194 100 1008366 39 25  0 36 1.03 17.2  474
==== EXITED with rc 0 ====
==== END mpstat 5 2 Mon Jul  6 23:15:49 GST 2015 ====
