==== This output can be found in Systems/dx977/perf/mpstat-d.txt ====
==== START mpstat -d Tue Jul  7 00:15:37 GST 2015 ====

System configuration: lcpu=48 ent=6.0 mode=Uncapped 

cpu     cs    ics  bound     rq   push S3pull  S3grd  S0rd  S1rd  S2rd  S3rd  S4rd  S5rd   ilcs   vlcs S3hrd S4hrd S5hrd
 16 2544352633 361966236      0      0      3 52110198 70100901  89.1   0.4   0.0   5.7   0.0   4.8 142168723 1852397114  85.3  14.5   0.2     0
 17 216539798 33484601      0      0      1  87049  42384  91.3   8.5   0.0   0.2   0.0   0.1 55682257 744100811  96.0   3.9   0.0     0
 18 8980871 2477276      0      0      0    685   2238  79.3  18.3   0.0   2.4   0.0   0.0 13868329 563875540  87.1  12.9   0.0     0
 19 8767216 2356993      0      0      0    779   2250  79.2  18.3   0.0   2.4   0.0   0.0 12874796 554089417  86.9  13.1   0.0     0
 20 6236788498 960440365      0      0    337 44480808 289249939  93.2   0.5   0.0   1.0   0.0   5.3      0 4825407776  82.9  16.9   0.2     0
 21 527848505 129640126      0      0      1  21878  34159  91.3   8.6   0.0   0.0   0.0   0.0 123226969 1642110664  90.3   9.7   0.1     0
 22 26463220 7652768      0      0      0    913  18577  82.2  17.2   0.0   0.5   0.0   0.1 27447476 1303383233  87.2  12.8   0.0     0
 23 25088162 7136536      0      0      0    770  18411  81.8  17.6   0.0   0.5   0.0   0.1 24026927 1279080427  86.5  13.5   0.0     0
 24 3474816081 496739224      0      0     29 50062665 113094481  90.9   0.5   0.0   4.0   0.0   4.7      0 4172054938  85.8  14.1   0.1     0
 25 322004982 66639416      0      0      7  36907  55657  90.9   9.0   0.0   0.1   0.0   0.0 118861559 1017329985  95.1   4.9   0.0     0
 26 15401752 4759591      0      0     12    199  23105  82.9  16.3   0.0   0.7   0.0   0.1 19808578 786303279  89.5  10.5   0.0     0
 27 14746844 4445751      0      0     25    235  21822  82.6  16.4   0.0   0.8   0.0   0.1 17095340 772392032  89.0  11.0   0.0     0
 28 1574149631 213258517      0      0      1 73876084 10915376  83.0   0.5   0.0  11.0   0.0   5.4      0 3065182699  73.6  26.2   0.2     0
 29 186337724 21242468      0      0      1 195391  45123  89.4  10.2   0.0   0.3   0.0   0.1 46371019 481709326  94.2   5.7   0.1     0
 30 7260208 1984501      0      0      0   1372    845  74.7  22.0   0.0   3.3   0.0   0.0 12670287 343641910  97.2   2.8   0.0     0
 31 6959927 1907327      0      0      1   1276    894  74.3  22.5   0.0   3.2   0.0   0.0 11916136 337017115  97.2   2.8   0.0     0
 32 1502807098 159832785      0      0      1 21089534 51877865  89.8   0.3   0.0   5.0   0.0   4.9 163878816 1377289899  89.0  10.9   0.1     0
 33 160089322 22535800      0      0      0  48492  41235  93.2   6.6   0.0   0.2   0.0   0.1 66813635 483909294  96.8   3.2   0.0     0
 34 8574129 2539293      0      0      1    526   3838  80.9  17.6   0.0   1.4   0.0   0.1 18832630 358695985  85.1  14.8   0.0     0
 35 8311316 2396884      0      0      0    485   3779  80.7  17.8   0.0   1.5   0.0   0.1 17708108 351562086  84.8  15.2   0.0     0
 36 1952176783 133658045      1      1      1 4491135 103529953  92.4   0.3   0.0   1.8   0.0   5.5      0 2084558731  97.9   2.1   0.1     0
 37 281650635 36251739      0      0      1   6577  34993  95.4   4.5   0.0   0.1   0.0   0.0 100663188 758774030  98.5   1.5   0.0     0
 38 19968635 3840087      0      0      0    365  29607  90.4   8.8   0.0   0.6   0.0   0.1 21095433 536176430  93.6   6.4   0.0     0
 39 18372168 3309359      0      0      0    355  28164  90.0   9.2   0.0   0.7   0.0   0.2 17938017 524300585  93.1   6.9   0.0     0
 40 1287580030 132051014      0      0      1 20316538 43881236  88.6   0.3   0.0   6.0   0.0   5.0 263656585 1162634914  88.1  11.8   0.1     0
 41 142929748 19999689      0      0      1  85251  39201  92.3   7.3   0.0   0.3   0.0   0.1 109152759 421355613  96.4   3.5   0.0     0
 42 8900048 2415125      0      0      0    385   2254  80.0  17.2   0.0   2.8   0.0   0.0 20784690 315946639  87.4  12.6   0.0     0
 43 8581317 2259188      0      0      0    229   2333  79.8  17.4   0.0   2.7   0.0   0.0 18615961 309552062  87.0  13.0   0.0     0
 44 1218333759 146028555      1      1      3 55030953 13243152  83.4   0.5   0.0  10.5   0.0   5.6 135208036 989062453  74.7  25.2   0.1     0
 45 146836435 16088414      0      0      3 156867  46963  90.0   9.5   0.0   0.3   0.0   0.1 52432073 377370587  94.3   5.7   0.0     0
 46 6761487 2060822      0      0      1   1173   2395  75.1  23.0   0.0   1.8   0.0   0.1 17031487 273146769  95.0   5.0   0.0     0
 47 6714324 2015392      0      0      2   1241   2469  75.2  22.8   0.0   2.0   0.0   0.1 16010597 267915817  95.0   4.9   0.0     0
ALL 58541336733 11873816357      4      4   3678 1070836366 1448468629  91.4   1.1   0.0   3.2   0.0   4.3 2033600664 68784932163  80.1  19.7   0.2     0
==== EXITED with rc 0 ====
==== END mpstat -d Tue Jul  7 00:15:37 GST 2015 ====
