==== This output can be found in Systems/dx977/perf/mpstat_5_2.txt ====
==== START mpstat 5 2 Tue Jul  7 00:15:27 GST 2015 ====

System configuration: lcpu=48 ent=6.0 mode=Uncapped 

cpu  min  maj  mpc  int   cs  ics   rq  mig lpa sysc us sy wa id   pc  %ec  lcs
 32    0    0    0    2    0    0    0    0   -    0  0 50  0 50 0.00  0.0    1
 33    0    0    0    0    0    0    0    0   -    0  0  0  0 100 0.00  0.0    0
 34    0    0    0    0    0    0    0    0   -    0  0  0  0 100 0.00  0.0    0
 35    0    0    0    0    0    0    0    0   -    0  0  0  0 100 0.00  0.0    0
 36    0    0    0    2    0    0    0    0   -    0  0 72  0 28 0.00  0.0    1
 37    0    0    0    0    0    0    0    0   -    0  0  1  0 99 0.00  0.0    0
 38    0    0    0    0    0    0    0    0   -    0  0  2  0 98 0.00  0.0    0
 39    0    0    0    0    0    0    0    0   -    0  0  3  0 97 0.00  0.0    0
 40    0    0    0    2    0    0    0    0   -    0  0 40  0 60 0.00  0.0    1
 41    0    0    0    2    0    0    0    0   -    0  0 40  0 60 0.00  0.0    1
 42    0    0    0    0    0    0    0    0   -    0  0  0  0 100 0.00  0.0    0
 43    0    0    0    0    0    0    0    0   -    0  0  0  0 100 0.00  0.0    0
 44    0    0    0    2    0    0    0    0   -    0  0 63  0 37 0.00  0.0    1
 45    0    0    0    0    0    0    0    0   -    0  0  0  0 100 0.00  0.0    0
 46    0    0    0    0    0    0    0    0   -    0  0  0  0 100 0.00  0.0    0
 47    0    0    0    0    0    0    0    0   -    0  0  0  0 100 0.00  0.0    0
ALL 12776    0    0 3898 2964 1134    2  530   0 780517 47 16  0 37 2.34 39.0 3885
--------------------------------------------------------------------------------

cpu  min  maj  mpc  int   cs  ics   rq  mig lpa sysc us sy wa id   pc  %ec  lcs
  0 2906    0    0  517  755  464    1  146  97 320940 71 28  0  0 0.41  0.0  206
  1    0    0    0  146    1    1    0    5 100    1  3  2  0 95 0.08  0.0  146
  2    0    0    0  160    1    1    0    7 100    0 11  2  0 87 0.09  0.0  157
  3    0    0    0  162    1    1    0    8 100    0  1  2  1 97 0.08  0.0  163
  4 1753    0    0  395  678  307    1  110  97 29742 86 13  1  0 0.38  0.0  245
  5    0    0    0  202    1    1    0    6 100    7 30  1  0 68 0.10  0.0  175
  6    0    0    0  136    0    0    0    4 100    0  1  2  0 97 0.07  0.0  136
  7    0    0    0  134    0    0    0    3 100    0  0  2  0 98 0.07  0.0  135
  8 1872    0    0  284  874  171    0  182  97 130826 82 18  0  1 0.36  0.0  555
  9    0    0    0  137    0    0    0    3 100    0  0  2  0 98 0.07  0.0  137
 10    0    0    0  136    0    0    0    3 100    0  0  2  0 98 0.07  0.0  136
 11    0    0    0  134    0    0    0    3 100    0  0  2  0 98 0.07  0.0  134
 12 1001    0    0  100   22    3    1   25  89 211342 64 35  0  1 0.11  0.0   79
 13    0    0    0   29    0    0    0    3 100    0  0  2  0 98 0.02  0.0   29
 14    0    0    0   27    0    0    0    3 100    0  0  1  0 99 0.02  0.0   27
 15    0    0    0   26    0    0    0    3 100    0  0  1  0 99 0.02  0.0   26
 16  196    0    0  121   39    5    1   23  94 2247 95  5  0  0 0.17  0.0   73
 17    0    0    0   53    0    0    0    3 100    0  0  2  0 98 0.02  0.0   53
 18    0    0    0   52    0    0    0    3 100    0  0  1  0 99 0.02  0.0   52
 19    0    0    0   52    0    0    0    3 100    0  0  1  0 99 0.02  0.0   52
 20 1010    0    0  119  122   21    0   47  93 26495 74 24  0  2 0.07  0.0  135
 21    0    0    0   54    0    0    0    3 100    0  0  5  0 95 0.01  0.0   54
 22    0    0    0   52    0    0    0    3 100    0  0  4  0 96 0.01  0.0   52
 23    0    0    0   53    0    0    0    3 100    0  0  4  0 96 0.01  0.0   52
 24  174    0    0  211  103    3    0   20  98  387 94  5  0  1 0.12  0.0  258
 25    0    0    0   28    0    0    0    3 100    0  0  2  0 98 0.02  0.0   28
 26    0    0    0   27    0    0    0    3 100    0  0  1  0 99 0.02  0.0   26
 27    0    0    0   27    0    0    0    3 100    0  0  1  0 99 0.02  0.0   26
 28  559    0    0  199   55    3    0   48  91 83346 69 29  0  1 0.08  0.0  207
 29    0    0    0   27    0    0    0    3 100    0  0  2  0 98 0.01  0.0   27
 30    0    0    0   27    0    0    0    3 100    0  0  2  0 98 0.01  0.0   27
 31    0    0    0   27    0    0    0    3 100    0  0  2  0 98 0.01  0.0   27
 32  153    0    0   68   14    2    0    9  92  113 98  2  0  0 0.10  0.0   34
 33    0    0    0   27    0    0    0    3 100    0  0  1  0 99 0.01  0.0   27
 34    0    0    0   28    0    0    0    3 100    0  0  1  0 99 0.01  0.0   27
 35    0    0    0   28    0    0    0    3 100    0  0  1  0 99 0.01  0.0   27
 36  363    0    0   35   18    0    0    8  93  301 34 55  0 12 0.01  0.0   56
 37    0    0    0   28    0    0    0    3 100    0  0 18  0 82 0.00  0.0   27
 38    0    0    0   28    0    0    0    3 100    0  0 17  0 83 0.00  0.0   27
 39    0    0    0   27    0    0    0    3 100    0  0 17  0 83 0.00  0.0   26
 40  227    0    0   58  161    2    0   33  98  495 81 16  0  3 0.04  0.0  194
 41    0    0    0   27    0    0    0    3 100    0  0  4  0 96 0.01  0.0   27
 42    0    0    0   27    0    0    0    3 100    0  0  4  0 96 0.01  0.0   26
 43    0    0    0   27    0    0    0    3 100    0  0  4  0 96 0.01  0.0   26
 44  176    0    0   63   49    4    0   41  93 10379 87 11  0  1 0.05  0.0   70
 45    0    0    0   27    0    0    0    3 100    0  0  3  0 97 0.01  0.0   26
 46    0    0    0   27    0    0    0    3 100    0  0  3  0 97 0.01  0.0   26
 47    0    0    0   26    0    0    0    3 100    0  0  3  0 97 0.01  0.0   26
ALL 10390    0    0 4405 2894  989    4  815 100 816621 52 12  0 36 2.90 48.3 4307
==== EXITED with rc 0 ====
==== END mpstat 5 2 Tue Jul  7 00:15:37 GST 2015 ====
