==== This output can be found in Systems/dx979/os/ps_auxw.txt ====
==== START ps auxw Tue Jul  7 00:28:54 GST 2015 ====
USER          PID %CPU %MEM   SZ  RSS    TTY STAT    STIME  TIME COMMAND
oracle    5243396  0.0  0.0 203772 163208      - A      Jun 29 30:23 ora_dbw3_GPRS 
oracle   27852842  0.0  0.0 203772 163208      - A      Jun 29 29:39 ora_dbw1_GPRS 
oracle   31064476  0.0  0.0 203772 163208      - A      Jun 29 29:36 ora_dbw4_GPRS 
oracle   29491634  0.0  0.0 203772 163208      - A      Jun 29 29:35 ora_dbw2_GPRS 
oracle   18153666  0.0  0.0 198332 157768      - A    23:48:04  0:07 oracleGPRS (LOCAL=NO) 
oracle   20643896  0.0  0.0 198652 158088      - A    23:48:03  0:07 oracleGPRS (LOCAL=NO) 
oracle   18546882  0.0  0.0 203772 163208      - A      Jun 29 29:14 ora_dbw5_GPRS 
oracle   14745872  0.0  0.0 198972 158408      - A    23:47:57  0:07 oracleGPRS (LOCAL=NO) 
oracle   29163982  0.0  0.0 198396 157832      - A    23:46:56  0:07 oracleGPRS (LOCAL=NO) 
oracle   35324350  0.0  0.0 198588 158024      - A    23:46:55  0:07 oracleGPRS (LOCAL=NO) 
oracle   50004410  0.0  0.0 198268 157704      - A    23:46:54  0:07 oracleGPRS (LOCAL=NO) 
oracle   17563940  0.0  0.0 198524 157960      - A    23:46:53  0:07 oracleGPRS (LOCAL=NO) 
oracle   63308206  0.0  0.0 198460 157896      - A    23:46:52  0:07 oracleGPRS (LOCAL=NO) 
root      5701836  0.0  0.0 25232 25332      - A      Jun 12 97:40 perfd 
root      2228316  0.0  0.0  448  448      - A      Jun 12 97:35 wait
root      2162778  0.0  0.0  448  448      - A      Jun 12 97:20 wait
oracle    6160882  0.0  0.0  448  448      - A    19:32:30  0:47 aioserver
root       983416  0.0  0.0  448  448      - A      Jun 12 94:58 wait
oracle   39780418  0.0  0.0  448  448      - A    20:02:34  0:42 aioserver
oracle   34340898  0.0  0.0  448  448      - A    20:02:34  0:42 aioserver
root      2097240  0.0  0.0  448  448      - A      Jun 12 94:09 wait
oracle   14352878  0.0  0.0  448  448      - A    19:32:29  0:45 aioserver
oracle   13107834  0.0  0.0  448  448      - A    19:32:30  0:44 aioserver
oracle   21037538  0.0  0.0 198396 157832      - A    23:48:24  0:06 oracleGPRS (LOCAL=NO) 
oracle   47710322  0.0  0.0 199036 158472      - A    23:47:59  0:06 oracleGPRS (LOCAL=NO) 
oracle   47317414  0.0  0.0 198908 158344      - A    23:47:56  0:06 oracleGPRS (LOCAL=NO) 
oracle   44630112  0.0  0.0 198844 158280      - A    23:47:55  0:06 oracleGPRS (LOCAL=NO) 
oracle   38601358  0.0  0.0  448  448      - A    19:32:29  0:43 aioserver
oracle   45220470  0.0  0.0  448  448      - A    19:32:30  0:41 aioserver
oracle   35782748  0.0  0.0  448  448      - A    19:32:30  0:41 aioserver
oracle   15532680  0.0  0.0  448  448      - A    19:32:30  0:41 aioserver
oracle   10551796  0.0  0.0  448  448      - A    19:32:29  0:41 aioserver
oracle   35717124  0.0  0.0  448  448      - A    20:02:34  0:36 aioserver
oracle   61931934  0.0  0.0  448  448      - A    19:32:30  0:40 aioserver
oracle    6685160  0.0  0.0  448  448      - A    19:32:30  0:39 aioserver
oracle   13631998  0.0  0.0  448  448      - A    19:32:30  0:39 aioserver
oracle   14221332  0.0  0.0  448  448      - A    19:32:29  0:39 aioserver
oracle   60490082  0.0  0.0  448  448      - A    19:32:29  0:39 aioserver
oracle   26214970  0.0  0.0  448  448      - A    19:32:30  0:38 aioserver
oracle    6357618  0.0  0.0  448  448      - A    19:32:30  0:38 aioserver
oracle    7274566  0.0  0.0  448  448      - A    19:32:30  0:38 aioserver
oracle   10945110  0.0  0.0  448  448      - A    19:32:30  0:38 aioserver
oracle   23003268  0.0  0.0  448  448      - A    19:32:29  0:38 aioserver
oracle   42467944  0.0  0.0  448  448      - A    19:32:28  0:38 aioserver
oracle   10748574  0.0  0.0  448  448      - A    19:32:30  0:36 aioserver
oracle   28115144  0.0  0.0  448  448      - A    19:32:30  0:35 aioserver
oracle   18940206  0.0  0.0  448  448      - A    19:32:30  0:35 aioserver
oracle    9044036  0.0  0.0  448  448      - A    19:32:29  0:35 aioserver
oracle   36176218  0.0  0.0  448  448      - A    19:32:29  0:35 aioserver
oracle   39322174  0.0  0.0  448  448      - A    19:32:29  0:35 aioserver
oracle    7078568  0.0  0.0  448  448      - A    19:32:29  0:35 aioserver
oracle    5964478  0.0  0.0  448  448      - A    19:32:30  0:34 aioserver
oracle   55640390  0.0  0.0  448  448      - A    19:32:30  0:34 aioserver
oracle   10682844  0.0  0.0  448  448      - A    19:32:30  0:34 aioserver
oracle   34996838  0.0  0.0  448  448      - A    19:32:29  0:34 aioserver
oracle   54263992  0.0  0.0  448  448      - A    20:02:34  0:30 aioserver
oracle   33751552  0.0  0.0  448  448      - A    19:32:29  0:33 aioserver
oracle   24576636  0.0  0.0  448  448      - A    19:32:29  0:33 aioserver
oracle   63046096  0.0  0.0  448  448      - A    19:32:29  0:33 aioserver
oracle   12845680  0.0  0.0  448  448      - A    19:32:29  0:32 aioserver
oracle   49218244  0.0  0.0  448  448      - A    19:32:29  0:32 aioserver
oracle   35127922  0.0  0.0  448  448      - A    19:32:29  0:32 aioserver
oracle   12190202  0.0  0.0  448  448      - A    20:02:34  0:28 aioserver
oracle   57016408  0.0  0.0  448  448      - A    19:32:30  0:31 aioserver
oracle    5440140  0.0  0.0  448  448      - A    19:32:30  0:31 aioserver
oracle   48104150  0.0  0.0  448  448      - A    19:32:30  0:31 aioserver
oracle   29818936  0.0  0.0  448  448      - A    19:32:30  0:31 aioserver
root      2490476  0.0  0.0  448  448      - A      Jun 12 62:13 wait
root      2424938  0.0  0.0  448  448      - A      Jun 12 62:03 wait
oracle   56688832  0.0  0.0 35148 35212      - A      Jun 30 15:50 /gprs_base/app/oracle/product/11.2.0/dbhome_1/bin/emagent 
oracle   60489774  0.0  0.0  448  448      - A    19:32:30  0:30 aioserver
oracle   38535544  0.0  0.0  448  448      - A    19:32:30  0:30 aioserver
oracle   62718376  0.0  0.0  448  448      - A    19:32:29  0:30 aioserver
oracle   29032724  0.0  0.0  448  448      - A    19:32:28  0:30 aioserver
oracle   57737560  0.0  0.0 198460 157896      - A    23:48:27  0:04 oracleGPRS (LOCAL=NO) 
root      2359400  0.0  0.0  448  448      - A      Jun 12 59:09 wait
oracle   26018422  0.0  0.0  448  448      - A    19:32:30  0:29 aioserver
oracle   11338140  0.0  0.0  448  448      - A    19:32:28  0:29 aioserver
root       393550  0.0  0.0  448  448      - A      Jun 12 56:30 wait
oracle   10944878  0.0  0.0  448  448      - A    19:32:30  0:27 aioserver
oracle    3474106  0.0  0.0  448  448      - A    19:32:29  0:27 aioserver
root      5832880  0.0  0.0 25300 25464      - A      Jun 12 53:38 /usr/lpp/perf/bin/scopeux 
oracle   29295240  0.0  0.0  448  448      - A    19:32:29  0:26 aioserver
root      3670268  0.0  0.0  632  640      - A      Jun 12 50:40 /usr/sbin/syncd 60 
oracle   62194048  0.0  0.0 190048 190108      - A      Jun 30 12:10 /gprs_base/app/oracle/product/11.2.0/dbhome_1/jdk/bin/java -Xmx384
oracle   28049514  0.0  0.0  448  448      - A    19:32:29  0:23 aioserver
oracle   20775602  0.0  0.0  448  448      - A    19:32:30  0:22 aioserver
oracle   34079118  0.0  0.0 195836 155272      - A    23:48:00  0:03 oracleGPRS (LOCAL=NO) 
oracle   58392616  0.0  0.0 195836 155272      - A    23:47:48  0:03 oracleGPRS (LOCAL=NO) 
oracle    8258026  0.0  0.0 196284 155720      - A    23:47:43  0:03 oracleGPRS (LOCAL=NO) 
oracle   60883426  0.0  0.0 195836 155272      - A    23:47:37  0:03 oracleGPRS (LOCAL=NO) 
oracle   23396796  0.0  0.0 195836 155272      - A    23:47:31  0:03 oracleGPRS (LOCAL=NO) 
oracle   61276420  0.0  0.0 195836 155272      - A    23:47:25  0:03 oracleGPRS (LOCAL=NO) 
root       655710  0.0  0.0  448  448      - A      Jun 12 43:13 wait
oracle   22020120  0.0  0.0 197308 156744      - A    23:47:14  0:03 oracleGPRS (LOCAL=NO) 
oracle   25363126  0.0  0.0 195964 155400      - A    23:46:46  0:03 oracleGPRS (LOCAL=NO) 
oracle   52428808  0.0  0.0  448  448      - A    19:32:29  0:21 aioserver
root      1245230  0.0  0.0  448  448      - A      Jun 12 42:09 wait
root      2556640  0.0  0.0 44868 50060      - A      Jun 12 41:15 /usr/es/sbin/cluster/clstrmgr 
oracle   48890542  0.0  0.0  448  448      - A    19:32:28  0:20 aioserver
oracle   46530812  0.0  0.0  448  448      - A    22:07:52  0:09 aioserver
root      2556030  0.0  0.0  448  448      - A      Jun 12 38:05 wait
gprsgg   26476704  0.0  0.0 49360 59800      - A      Jun 29 10:29 /gprs_gg/goldengate/app/gprsgg/product/12.1.2/oggcore_1/extract PA
oracle    1376956  0.0  0.0  448  448      - A    19:32:30  0:18 aioserver
root       720956  0.0  0.0  704  704      - A      Jun 12 35:55 rtcmd
root       393864  0.0  0.0  960  960      - A      Jun 12 32:42 gil
root      1507382  0.0  0.0  448  448      - A      Jun 12 30:32 wait
gprsgg   14811566  0.0  0.0 70524 73024      - A      Jun 29  8:28 ./mgr PARAMFILE /gprs_gg/goldengate/app/gprsgg/product/12.1.2/oggc
oracle   18350250  0.0  0.0 195836 155272      - A    23:48:27  0:02 oracleGPRS (LOCAL=NO) 
oracle    8585566  0.0  0.0 195836 155272      - A    23:48:24  0:02 oracleGPRS (LOCAL=NO) 
oracle   61800930  0.0  0.0 195836 155272      - A    23:47:54  0:02 oracleGPRS (LOCAL=NO) 
oracle   55509166  0.0  0.0 195836 155272      - A    23:47:19  0:02 oracleGPRS (LOCAL=NO) 
oracle   20250714  0.0  0.0 195836 155272      - A    23:47:03  0:02 oracleGPRS (LOCAL=NO) 
oracle   15597936  0.0  0.0 195836 155272      - A    23:46:57  0:02 oracleGPRS (LOCAL=NO) 
oracle   49545534  0.0  0.0 195836 155272      - A    23:46:41  0:02 oracleGPRS (LOCAL=NO) 
oracle   26149340  0.0  0.0  448  448      - A    19:32:30  0:14 aioserver
oracle   35389840  0.0  0.0 194748 154184      - A    22:00:00  0:07 ora_vkrm_GPRS 
root       917878  0.0  0.0  448  448      - A      Jun 12 27:17 wait
root      3932500  0.0  0.0  384  384      - A      Jun 12 26:28 lock_rcv
oracle   26935802  0.0  0.0  448  448      - A      Jul 04  3:08 aioserver
oracle   32899656  0.0  0.0  448  448      - A    22:07:52  0:06 aioserver
oracle   32309440  0.0  0.0  448  448      - A      Jul 04  2:59 aioserver
oracle   61210826  0.0  0.0 206332 165768      - A      Jun 30  6:16 oracleGPRS (LOCAL=NO) 
oracle   16974076  0.0  0.0 197564 157000      - A      Jun 29  6:57 ora_ctwr_GPRS 
oracle   17170604  0.0  0.0 210236 169672      - A      Jun 29  6:45 ora_ckpt_GPRS 
oracle   23199840  0.0  0.0  448  448      - A    19:32:29  0:11 aioserver
oracle   28311726  0.0  0.0  448  448      - A      Jul 04  2:38 aioserver
root      2097634  0.0  0.0  448  448      - A      Jun 12 21:54 MpxPeriodicCallbackDaemon
root      1769542  0.0  0.0  448  448      - A      Jun 12 21:48 wait
oracle   59703732  0.0  0.0  448  448      - A      Jul 05  1:02 aioserver
root            0  0.0  0.0  384  384      - A      Jun 12 21:31 swapper
oracle   21496530  0.0  0.0 243324 202760      - A      Jun 29  5:52 ora_arc1_GPRS 
root      1311296  0.0  0.0 86676 86888      - A      Jun 12 20:21 /var/opt/tivoli/ep/_jvm/jre/bin/java -Xmx384m -Xminf0.01 -Xmaxf0.4
oracle   18743986  0.0  0.0 243324 202760      - A      Jun 29  5:34 ora_arc3_GPRS 
oracle   26214628  0.0  0.0 243324 202760      - A      Jun 29  5:29 ora_arc0_GPRS 
oracle   29556738  0.0  0.0  448  448      - A      Jul 04  1:37 aioserver
oracle    4653702  0.0  0.0  448  448      - A      Jul 04  1:34 aioserver
root       983078  0.0  0.0  448  448      - A      Jun 12 17:25 xmgc
oracle   50331706  0.0  0.0  448  448      - A      Jul 05  0:49 aioserver
root          264  0.0  0.0  448  448      - A      Jun 12 17:09 swapper
oracle   42074690  0.0  0.0  448  448      - A    22:07:52  0:04 aioserver
oracle    6488710  0.0  0.0  448  448      - A    22:07:52  0:04 aioserver
oracle   17629538  0.0  0.0  448  448      - A      Jul 01  3:24 aioserver
oracle   39911932  0.0  0.0  448  448      - A    19:32:29  0:08 aioserver
oracle   23593678  0.0  0.0  448  448      - A      Jul 01  3:23 aioserver
oracle   50266714  0.0  0.0  448  448      - A      Jul 04  1:23 aioserver
oracle   49742366  0.0  0.0  448  448      - A      Jul 01  3:18 aioserver
root          524  0.0  0.0  448  448      - A      Jun 12 15:38 swapper
oracle   32178490  0.0  0.0 196540 155976      - A      Jun 29  4:24 ora_dbrm_GPRS 
oracle    9569020  0.0  0.0  448  448      - A      Jul 01  3:13 aioserver
oracle   19267786  0.0  0.0  448  448      - A      Jul 01  3:13 aioserver
root       458774  0.0  0.0  832  832      - A      Jun 12 15:12 vmmd
oracle   14287242  0.0  0.0  448  448      - A      Jul 01  3:12 aioserver
root      8781910  0.0  0.0 15092 15932      - A      Jun 12 15:10 /usr/es/sbin/cluster/clinfo 
oracle   26542718  0.0  0.0  448  448      - A      Jul 01  3:11 aioserver
oracle   13959584  0.0  0.0  448  448      - A      Jul 01  3:10 aioserver
oracle   17236138  0.0  0.0 198332 157768      - A    23:48:30  0:01 oracleGPRS (LOCAL=NO) 
oracle   49348924  0.0  0.0 195836 155272      - A    23:48:30  0:01 oracleGPRS (LOCAL=NO) 
oracle   31784982  0.0  0.0 195836 155272      - A    23:48:19  0:01 oracleGPRS (LOCAL=NO) 
oracle   36307414  0.0  0.0 195836 155272      - A    23:48:17  0:01 oracleGPRS (LOCAL=NO) 
oracle   15598124  0.0  0.0 195836 155272      - A    23:48:15  0:01 oracleGPRS (LOCAL=NO) 
oracle   47644706  0.0  0.0 195836 155272      - A    23:48:13  0:01 oracleGPRS (LOCAL=NO) 
oracle   59637982  0.0  0.0 195836 155272      - A    23:48:11  0:01 oracleGPRS (LOCAL=NO) 
oracle   54460524  0.0  0.0 195836 155272      - A    23:48:09  0:01 oracleGPRS (LOCAL=NO) 
oracle   47775924  0.0  0.0 195836 155272      - A    23:48:07  0:01 oracleGPRS (LOCAL=NO) 
oracle   29688070  0.0  0.0 194748 154184      - A      Jun 29  4:10 ora_vktm_GPRS 
oracle   46924214  0.0  0.0  448  448      - A      Jul 01  3:03 aioserver
oracle   58261876  0.0  0.0 195836 155272      - A    23:47:08  0:01 oracleGPRS (LOCAL=NO) 
oracle   10813958  0.0  0.0 195836 155272      - A    23:46:52  0:01 oracleGPRS (LOCAL=NO) 
oracle   29294784  0.0  0.0  448  448      - A    19:32:30  0:07 aioserver
oracle   18677802  0.0  0.0  448  448      - A    19:32:29  0:07 aioserver
oracle   26148902  0.0  0.0  448  448      - A      Jul 04  1:14 aioserver
oracle    5374352  0.0  0.0  448  448      - A      Jul 01  2:57 aioserver
oracle   37617804  0.0  0.0  448  448      - A      Jul 01  2:57 aioserver
oracle   29950646  0.0  0.0  448  448      - A      Jul 01  2:53 aioserver
oracle   44040480  0.0  0.0  448  448      - A      Jul 04  1:37 aioserver
root      4129134  0.0  0.0 14572 14896      - A      Jun 12 13:22 /usr/lpp/OV/lbin/eaagt/opcmona 
oracle   41877516  0.0  0.0  448  448      - A      Jul 01  2:44 aioserver
oracle   33947900  0.0  0.0  448  448      - A      Jul 01  2:44 aioserver
oracle   61538428  0.0  0.0  448  448      - A      Jul 01  2:43 aioserver
root      4915624  0.0  0.0 4088 4476      - A      Jun 12 12:56 /usr/sbin/rsct/bin/IBM.HostRMd 
oracle   15270512  0.0  0.0  448  448      - A      Jul 01  2:43 aioserver
oracle   22675750  0.0  0.0  448  448      - A      Jul 01  2:42 aioserver
oracle   41353370  0.0  0.0  448  448      - A      Jul 04  1:07 aioserver
oracle   45810382  0.0  0.0  448  448      - A      Jul 04  1:03 aioserver
oracle   29491214  0.0  0.0  448  448      - A      Jul 04  1:06 aioserver
oracle   19333630  0.0  0.0  448  448      - A      Jul 01  2:37 aioserver
oracle   27983916  0.0  0.0  448  448      - A      Jul 01  2:37 aioserver
