==== This output can be found in Systems/dx977/os/iostat-^A.txt ====
==== START iostat -A Tue Jul  7 00:10:39 GST 2015 ====

System configuration: lcpu=48 drives=839 ent=6.00 paths=0 vdisks=10 maxserver=1440

aio: avgc avfc maxgc maxfc maxreqs avg-cpu: % user % sys % idle % iowait physc % entc
     39.3  0.0   254     0    131072            22.5   5.6   68.8      3.0   2.6   42.7

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk196         0.2      68.1       0.2   582681661  162305500
hdisk202         0.2      68.1       0.2   582431693  162379484
hdisk200         0.2      68.2       0.2   583022450  162369632
hdisk201         0.2      68.1       0.2   582538966  162221524
hdisk206         0.0       2.5       0.0   27161376         0
hdisk208         0.0       2.5       0.0   27299715     15848
hdisk205         0.0       2.5       0.0   27074943         0
hdisk207         0.0       2.5       0.0   27271391         0
hdisk204         0.2      68.1       0.2   582630365  162390876
hdisk203         0.2      68.1       0.2   582468766  161917080
hdisk212         0.0       2.5       0.0   26951853         0
hdisk210         0.0       2.5       0.0   27193623         0
hdisk213         0.2      76.7       0.6   313444068  525866164
hdisk211         0.0       2.5       0.0   27065358         0
hdisk209         0.0       2.5       0.0   27113656         0
hdisk215         0.0       4.0       0.0   22044934  21739064
hdisk589         0.0       1.8       0.0   19201192    230400
hdisk591         0.2      46.3       2.8   506257468    584696
hdisk590         0.6     136.6       8.5   1485902489   8143600
hdisk216         0.0       4.0       0.0   21829187  21732156

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk214         0.0       4.0       0.0   22102363  21870016
hdisk646         0.0       0.0       0.0      37269         0
hdisk649         0.0       0.0       0.0         45     15744
hdisk710         0.0       0.0       0.0      69283         0
hdisk711         0.0       0.0       0.0         87         0
hdisk716         0.0       0.0       0.0         68         0
hdisk647         0.0       0.0       0.0         38     15936
hdisk714         0.0       0.0       0.0         75         0
hdisk648         0.0       0.0       0.0      35135         0
hdisk713         0.0       0.0       0.0         83         0
hdisk712         0.0       0.0       0.0         76         0
hdisk719         0.0       0.0       0.0         79         0
hdisk645         0.2      78.2       0.6   319820934  535692068
hdisk717         0.0       0.0       0.0         78     15872
hdisk611         0.4     225.5       1.1   823430711  1642849788
hdisk718         0.0       0.0       0.0         74         0
hdisk715         0.0       0.0       0.0         69         0
hdisk616         0.4     226.0       1.1   827448039  1644817448
hdisk617         0.4     226.3       1.1   827679244  1647156649
hdisk610         0.4     226.0       1.1   827655813  1644454911
hdisk747         0.0       0.0       0.0         33         0
hdisk285         0.0       0.1       0.0     709486    147813
hdisk284         0.0       3.0       0.2    1389448  31185984
hdisk594         0.5     223.2       1.1   810224222  1630710027

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk619         0.5     223.5       1.1   812019047  1633013014
hdisk595         0.5     223.0       1.1   810658106  1627902011
hdisk286         0.0       0.3       0.0     479670   3181020
hdisk618         0.5     223.1       1.1   810617623  1629331813
hdisk748         0.0       0.0       0.0         17         0
hdisk287         0.2      29.7       0.2   317974088   7107356
hdisk291         0.2      28.4       0.2   304482563   6600784
hdisk290         0.2      28.3       0.2   302489454   6504796
hdisk293         0.2      28.1       0.2   300975453   6495244
hdisk288         0.2      29.1       0.2   311426317   6366280
hdisk292         0.2      29.7       0.2   318316851   6659048
hdisk295         0.2      26.8       0.2   286110513   6644524
hdisk289         0.3      29.1       0.2   311775963   6518980
hdisk296         0.2      26.0       0.2   278044590   6709228
hdisk297         0.2      26.8       0.2   286858137   6500080
hdisk294         0.2      28.0       0.2   299620853   7119396
hdisk300         0.2      29.9       0.2   320606977   6564540
hdisk302         0.2      28.5       0.2   305168925   6356260
hdisk301         0.3      28.4       0.2   304158701   6526828
hdisk299         0.2      27.5       0.2   293593052   6736436
hdisk298         0.2      24.6       0.2   262465288   6349752
hdisk303         0.2      30.9       0.2   330840205   6839396
hdisk304         0.2      31.2       0.2   335185793   6275416
hdisk305         0.2      32.2       0.2   344976241   7088520

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk307         0.3      27.2       0.2   290307604   6642028
hdisk308         0.2      29.9       0.2   320314928   6878976
hdisk309         0.2      28.8       0.2   308777361   6305392
hdisk313         0.2      27.8       0.2   297947019   6598532
hdisk311         0.2      25.8       0.2   275098955   6815776
hdisk312         0.2      26.9       0.2   287187948   6775444
hdisk314         0.2      29.3       0.2   313461183   6846248
hdisk310         0.2      27.3       0.2   291685275   6692020
hdisk315         0.2      28.6       0.2   306072194   6818352
hdisk316         0.3      25.4       0.9   138885319  139450220
hdisk306         0.2      26.7       0.2   285484435   6170516
hdisk318         0.3      25.1       0.9   138498908  135567056
hdisk317         0.3      25.0       0.9   136597744  136856788
hdisk322         0.2      68.0       0.2   578218073  165530512
hdisk320         0.4      25.3       0.9   138793938  138380792
hdisk321         0.3      24.9       0.9   137800985  134598476
hdisk323         0.2      68.1       0.2   578792424  165865452
hdisk325         0.2      68.4       0.2   582003108  166130368
hdisk326         0.2      68.4       0.2   582247288  166055632
hdisk319         0.4      25.3       0.9   138975336  137982716
hdisk327         0.2      68.3       0.2   581790355  165646440
hdisk324         0.2      68.4       0.2   582913167  165674964
hdisk331         0.2      68.2       0.2   580306554  166152408
hdisk330         0.2      68.2       0.2   580171940  165549020

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk329         0.2      68.2       0.2   580463683  165910016
hdisk333         0.2      68.3       0.2   581404556  165850476
hdisk335         0.2      68.4       0.2   582171001  165821108
hdisk337         0.2      68.3       0.2   580840994  165761968
hdisk334         0.2      68.2       0.2   581039356  165313168
hdisk338         0.2      68.2       0.2   580406880  165841056
hdisk341         0.2      68.2       0.2   580521544  165422560
hdisk340         0.2      68.2       0.2   580026247  165913804
hdisk336         0.2      68.4       0.2   582536416  165360420
hdisk342         0.0       2.5       0.0   26871351         0
hdisk339         0.2      68.3       0.2   580805067  165818444
hdisk345         0.0       2.5       0.0   27007557     15792
hdisk344         0.0       2.5       0.0   27080111         0
hdisk328         0.2      68.3       0.2   582011960  165516604
hdisk347         0.0       2.5       0.0   26914034         0
hdisk343         0.0       2.5       0.0   27326877         0
hdisk349         0.0       2.5       0.0   26898708         0
hdisk332         0.2      68.2       0.2   580404624  165816744
hdisk346         0.0       2.5       0.0   27161763         0
hdisk352         0.0       4.0       0.0   21964253  21642120
hdisk597         0.5     136.9       8.5   1488767416   8082500
hdisk350         0.2      77.3       0.6   313343733  531690928
hdisk348         0.0       2.5       0.0   26913489         0
hdisk596         0.0       1.7       0.0   18848265    233732

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk353         0.0       4.0       0.0   21942643  21748184
hdisk351         0.0       4.0       0.0   22124943  21734768
hdisk650         0.2      75.7       0.6   306960648  521330320
hdisk652         0.0       0.0       0.0        144     15608
hdisk651         0.0       0.0       0.0      39421         0
hdisk653         0.0       0.0       0.0      42428         0
hdisk720         0.0       0.0       0.0      69643         0
hdisk654         0.0       0.0       0.0        146     15384
hdisk722         0.0       0.0       0.0        276         0
hdisk723         0.0       0.0       0.0        269         0
hdisk725         0.0       0.0       0.0        279         0
hdisk726         0.0       0.0       0.0        275         0
hdisk729         0.0       0.0       0.0        271         0
hdisk15          0.0       0.3       0.0     482559   3123196
hdisk4           0.0       3.0       0.2    1400694  31362040
hdisk598         0.2      46.9       2.8   511898794    580536
hdisk724         0.0       0.0       0.0        277         0
hdisk728         0.0       0.0       0.0        268         0
hdisk218         0.2      28.9       0.2   309857685   6231380
hdisk7           0.0       0.1       0.0     640889    144548
hdisk727         0.0       0.0       0.0        279     15776
hdisk221         0.2      28.3       0.2   303126797   6428856
hdisk217         0.2      29.5       0.2   315570258   6997160
hdisk219         0.3      28.9       0.2   309785737   6379460

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk721         0.0       0.0       0.0        265         0
hdisk229         0.2      27.4       0.2   292579851   6613604
hdisk228         0.2      24.4       0.2   260397696   6208512
hdisk220         0.2      28.0       0.2   300184072   6398848
hdisk226         0.2      25.9       0.2   276853907   6566592
hdisk230         0.2      29.7       0.2   318641665   6411932
hdisk224         0.2      27.8       0.2   297434415   6805948
hdisk231         0.3      28.2       0.2   301649726   6414604
hdisk234         0.2      31.1       0.2   333796711   6154576
hdisk232         0.2      28.3       0.2   303508482   6352420
hdisk241         0.2      25.7       0.2   274042188   6722464
hdisk240         0.2      27.0       0.2   289072433   6488408
hdisk237         0.3      27.0       0.2   288927100   6502380
hdisk227         0.2      26.6       0.2   284814284   6307176
hdisk236         0.2      26.5       0.2   284354050   6029656
hdisk222         0.2      29.5       0.2   315656093   6646700
hdisk239         0.2      28.6       0.2   306176107   6182272
hdisk225         0.2      26.7       0.2   285319557   6398740
hdisk238         0.2      29.8       0.2   318946304   6693492
hdisk245         0.2      28.3       0.2   302974824   6579412
hdisk243         0.2      27.7       0.2   296146815   6598980
hdisk246         0.3      25.2       0.9   137792632  138000060
hdisk242         0.2      26.7       0.2   285633337   6661316
hdisk233         0.2      30.6       0.2   328234783   6548256

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk247         0.3      24.8       0.9   135762145  135386072
hdisk235         0.2      31.9       0.2   342145815   6887604
hdisk248         0.3      24.8       0.9   137194420  134092404
hdisk223         0.2      28.0       0.2   299548913   6371140
hdisk249         0.4      25.1       0.9   138033220  136657492
hdisk244         0.2      29.1       0.2   311496544   6703772
hdisk250         0.4      25.1       0.9   137960583  136888248
hdisk251         0.3      24.7       0.9   136937929  133048820
hdisk252         0.2      67.2       0.2   573196904  162229776
hdisk256         0.2      67.6       0.2   577092693  162201476
hdisk261         0.2      67.4       0.2   575551836  161524644
hdisk253         0.2      67.4       0.2   574844638  162063904
hdisk255         0.2      67.7       0.2   577823575  162450012
hdisk260         0.2      67.3       0.1   574917369  161667532
hdisk259         0.2      67.5       0.2   576661441  161247216
hdisk258         0.2      67.5       0.2   576393456  162253124
hdisk262         0.2      67.5       0.2   576052615  162029392
hdisk268         0.2      67.4       0.1   575270829  162356928
hdisk273         0.0       2.4       0.0   26737643         0
hdisk265         0.2      67.6       0.2   577353210  162291144
hdisk275         0.0       2.5       0.0   26864702     15464
hdisk274         0.0       2.4       0.0   26634381         0
hdisk257         0.2      67.6       0.2   577116217  162213672
hdisk254         0.2      67.6       0.2   577462951  162246088

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk267         0.2      67.5       0.2   575821003  162302236
hdisk278         0.0       2.4       0.0   26544276         0
hdisk271         0.2      67.5       0.2   576059485  162016376
hdisk281         0.0       4.0       0.0   21949226  21525788
hdisk263         0.2      67.5       0.2   576520317  161671276
hdisk277         0.0       2.4       0.0   26648232         0
hdisk269         0.2      67.5       0.1   576259821  161584068
hdisk276         0.0       2.5       0.0   26866858         0
hdisk264         0.2      67.5       0.2   576320701  162017428
hdisk282         0.0       4.0       0.0   21832452  21505864
hdisk283         0.0       4.0       0.0   21809758  21472660
hdisk603         0.2      45.9       2.8   501915040    585736
hdisk270         0.2      67.4       0.2   575839156  161452340
hdisk279         0.0       2.4       0.0   26506543         0
hdisk657         0.0       0.0       0.0         14     15760
hdisk266         0.2      67.7       0.2   577657667  163020428
hdisk658         0.0       0.0       0.0      51814         0
hdisk730         0.0       0.0       0.0      97516         0
hdisk280         0.2      75.8       0.6   309888483  518822936
hdisk659         0.0       0.0       0.0         14     15724
hdisk272         0.0       2.4       0.0   26709439         0
hdisk656         0.0       0.0       0.0      56187         0
hdisk655         0.2      77.3       0.6   316017116  529423624
hdisk736         0.0       0.0       0.0         21         0

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdisk733         0.0       0.0       0.0         20         0
hdisk601         0.0       1.8       0.0   19065469    235896
hdisk738         0.0       0.0       0.0         25         0
hdisk734         0.0       0.0       0.0         22         0
hdisk739         0.0       0.0       0.0         29         0
hdisk735         0.0       0.0       0.0         21         0
hdisk602         0.6     136.0       8.4   1479275810   8096148
hdisk737         0.0       0.0       0.0         22     15760
hdisk731         0.0       0.0       0.0         20         0
hdisk732         0.0       0.0       0.0         20         0
hdiskpower1      0.1       0.7       0.2    6469551   1177535
hdiskpower0      0.3      24.1       1.4   11472929  252165012
hdiskpower3      0.0       2.7       0.2    3806692  25406620
hdiskpower4      0.8     237.1       1.9   2536534094  56433124
hdiskpower5      0.8     232.7       1.9   2494610613  50587348
hdiskpower6      0.9     233.3       1.9   2499741265  52102344
hdiskpower7      0.8     225.9       1.8   2418933681  51933616
hdiskpower8      0.8     228.2       1.9   2443678721  52167840
hdiskpower9      0.8     237.5       1.9   2544589569  53215116
hdiskpower10     0.8     225.0       1.9   2409282849  51603368
hdiskpower11     0.8     224.6       1.9   2400362545  55899220
hdiskpower12     0.8     214.8       1.8   2297562189  52313952
hdiskpower13     0.8     208.6       1.7   2228918809  52839124
hdiskpower14     0.7     214.5       1.7   2294221521  51572228

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdiskpower15     0.8     197.0       1.7   2103465297  50729168
hdiskpower16     0.8     220.1       1.8   2353582913  53681816
hdiskpower17     0.8     239.3       1.8   2565875353  51888824
hdiskpower18     0.9     227.3       1.8   2434584129  51952504
hdiskpower19     0.8     228.1       1.9   2443387153  51419332
hdiskpower20     0.8     246.5       1.9   2641627353  54272344
hdiskpower21     0.8     249.8       1.9   2682228585  50062112
hdiskpower22     0.8     257.3       1.9   2758276505  56363744
hdiskpower23     0.7     213.8       1.8   2289540177  48892908
hdiskpower24     0.9     217.5       1.8   2325939561  52736804
hdiskpower25     0.8     239.8       1.8   2567721265  54656236
hdiskpower26     0.8     230.7       1.8   2472869033  50653868
hdiskpower27     0.8     218.1       1.8   2332986197  52739816
hdiskpower28     0.8     206.6       1.8   2205429633  54399908
hdiskpower29     0.8     215.0       1.8   2297451089  54242824
hdiskpower30     0.9     223.1       1.9   2386554729  53437100
hdiskpower31     0.8     234.4       1.9   2509660009  54430872
hdiskpower32     0.8     228.4       1.9   2443687529  54118320
hdiskpower33     1.8     203.7       7.3   1113424434  1114357876
hdiskpower34     1.8     200.1       7.1   1096841100  1091613684
hdiskpower35     1.8     200.4       7.1   1110201268  1082141744
hdiskpower36     2.0     202.6       7.3   1114054604  1102365696
hdiskpower37     1.9     202.9       7.3   1113509768  1105902336
hdiskpower38     1.8     199.5       7.1   1106701204  1074839384

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdiskpower39     0.7     543.5       1.2   4633331848  1310982536
hdiskpower40     0.7     544.3       1.2   4643282573  1310040640
hdiskpower41     0.7     546.8       1.2   4668870345  1311693756
hdiskpower42     0.7     546.8       1.2   4668567453  1311703332
hdiskpower43     0.7     546.5       1.2   4665545913  1311562892
hdiskpower44     0.7     546.4       1.2   4665033721  1310894528
hdiskpower45     0.7     546.6       1.2   4667361133  1310489836
hdiskpower46     0.6     545.5       1.2   4655933189  1309818360
hdiskpower47     0.6     544.8       1.2   4648836713  1309360844
hdiskpower48     0.7     545.2       1.2   4650756665  1312210656
hdiskpower49     0.7     545.7       1.2   4657271753  1311067472
hdiskpower50     0.7     546.1       1.2   4661325613  1311708316
hdiskpower51     0.7     546.1       1.2   4660736089  1311691676
hdiskpower52     0.7     547.0       1.2   4671385761  1311556988
hdiskpower53     0.7     546.8       1.2   4669548877  1310902684
hdiskpower54     0.7     545.6       1.2   4657054241  1310480176
hdiskpower55     0.6     545.6       1.2   4657416561  1309824800
hdiskpower56     0.6     545.7       1.2   4658623221  1309367624
hdiskpower57     0.6     545.1       1.2   4653378833  1308722144
hdiskpower58     0.7     545.3       1.2   4655387165  1308550784
hdiskpower59     0.0      19.8       0.0   216219006         0
hdiskpower60     0.0      19.8       0.0   217042297         0
hdiskpower61     0.0      19.8       0.0   217052309         0
hdiskpower62     0.0      19.9       0.0   217052645    126264

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdiskpower63     0.0      19.8       0.0   217054257         0
hdiskpower64     0.0      19.7       0.0   215593801         0
hdiskpower65     0.0      19.7       0.0   215479749         0
hdiskpower66     0.0      19.7       0.0   215482853         0
hdiskpower68     0.1      32.1       0.3   176763500  174026736
hdiskpower69     0.1      32.0       0.3   176140247  173516768
hdiskpower70     0.1      31.9       0.4   175324423  173617220
hdiskpower71     0.0      14.1       0.2   152345000   1880032
hdiskpower72     3.3     1092.2      67.6   11881338083  64919164
hdiskpower73     1.4     372.6      22.3   4070175123   4689636
hdiskpower76     1.1     898.5       4.3   3275863331  6550930439
hdiskpower77     1.1     897.5       4.3   3269221155  6547030142
hdiskpower78     1.1     898.3       4.3   3276465491  6548469277
hdiskpower79     1.1     899.7       4.3   3281549610  6558486989
hdiskpower80     0.9     615.7       4.7   2508536870  4225147040
hdiskpower81     0.0       0.0       0.0     347074         0
hdiskpower82     0.0       0.0       0.0        219    125780
hdiskpower83     0.0       0.0       0.0     347074         0
hdiskpower84     0.0       0.0       0.0        219    125780
hdiskpower85     0.9     615.4       4.7   2507143650  4223341404
hdiskpower86     0.0       0.1       0.0     676572         0
hdiskpower87     0.0       0.0       0.0        441         0
hdiskpower88     0.0       0.0       0.0        437         0
hdiskpower89     0.0       0.0       0.0        437         0

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdiskpower90     0.0       0.0       0.0        441         0
hdiskpower91     0.0       0.0       0.0        437         0
hdiskpower92     0.0       0.0       0.0        437         0
hdiskpower93     0.0       0.0       0.0        449    125780
hdiskpower94     0.0       0.0       0.0        437         0
hdiskpower95     0.0       0.0       0.0        441         0
hdiskpower96     0.0       0.0       0.0         16         0
hdisk756         0.0       0.0       0.0      52520     66440
hdisk752         0.0       0.0       0.0      17021     65228
hdisk750         0.0       0.0       0.0      30839     65388
hdisk751         0.0       0.0       0.0      35002     67088
hdisk754         0.0       0.0       0.0     120753     66872
hdisk749         0.0       0.0       0.0      54638     66660
hdisk753         0.0       0.0       0.0      28516     68240
hdisk755         0.0       0.0       0.0      86103     69060
hdiskpower97     0.0       0.1       0.0     425330    534976
hdisk758         0.0       0.9       0.1    4128202   5780320
hdisk757         0.0       0.9       0.1    4145214   5833447
hdisk760         0.0       0.9       0.1    3995657   5760918
hdisk764         0.0       0.9       0.1    4154793   5737856
hdisk762         0.0       0.9       0.1    4042471   5775015
hdisk759         0.0       0.9       0.1    3998661   5753171
hdisk761         0.0       0.9       0.1    4077116   5804982
hdisk763         0.0       0.9       0.1    4073894   5790852

Disks:        % tm_act     Kbps      tps    Kb_read   Kb_wrtn
hdiskpower98     0.1       7.2       0.8   32615946  46236563
==== EXITED with rc 0 ====
==== END iostat -A Tue Jul  7 00:10:39 GST 2015 ====
