==== This output can be found in Systems/dx978/perf/sar-^P_ALL_5_3.txt ====
==== START sar -P ALL 5 3 Mon Jul  6 23:33:20 GST 2015 ====

AIX DX978 1 7 00F9ADA14C00    07/06/15

System configuration: lcpu=48 ent=6.00 mode=Uncapped 

23:33:20 cpu    %usr    %sys    %wio   %idle   physc   %entc
          47        0      25       0      75    0.00     0.0
          U        -       -       0      78    4.51    75.1
          -        9       6       0      86    1.49    24.9
23:33:30  0       52      47       0       1    0.29     4.9
          1        0       0       0     100    0.05     0.9
          2        0       0       0     100    0.05     0.9
          3        0       0       0     100    0.05     0.9
          4        0      44       0      56    0.00     0.0
          5        0      13       0      87    0.00     0.0
          6        0       3       0      97    0.00     0.0
          7        0       3       0      97    0.00     0.0
          8        0      54       0      46    0.00     0.0
          9        0       1       0      99    0.00     0.0
          10        0       0       0     100    0.00     0.0
          11        0       0       0     100    0.00     0.0
          12        0      29       0      71    0.00     0.0
          13        0      38       0      62    0.00     0.0
          14        0       8       0      92    0.00     0.0
          15        0       9       0      91    0.00     0.0
          16       61      38       0       0    0.39     6.6
          17        0       0       0     100    0.07     1.2
          18        0       0       0     100    0.07     1.2
          19        0       0       0     100    0.07     1.2
          20        0      53       0      47    0.00     0.0
          21        0       0       0     100    0.00     0.0
          22        0       0       0     100    0.00     0.0
          23        0       0       0     100    0.00     0.0
          24        0      42       0      58    0.00     0.0
          25        0      53       0      47    0.00     0.0
          26        0      37       0      63    0.00     0.0
          27        0      11       0      89    0.00     0.0
          28        0      45       0      55    0.00     0.0
          29        0      10       0      90    0.00     0.0
          30        0       0       0     100    0.00     0.0
          31        0       6       0      94    0.00     0.0
          32        0      43       0      57    0.00     0.0
          33        0       4       0      96    0.00     0.0
          34        0       4       0      96    0.00     0.0
          35        0       5       0      95    0.00     0.0
          36        0      47       0      53    0.00     0.0
          37        0      37       0      63    0.00     0.0
          38        0       5       0      95    0.00     0.0
          39        0      37       0      63    0.00     0.0
          40        0      43       0      57    0.00     0.0
          41        0      37       0      63    0.00     0.0
          42        0       1       0      99    0.00     0.0
          43        0       1       0      99    0.00     0.0
          44        0      55       0      45    0.00     0.0
          45        0       7       0      93    0.00     0.0
          46        0       8       0      92    0.00     0.0
          47        0       7       0      93    0.00     0.0
          U        -       -       0      83    4.92    82.1
          -        6       5       0      89    1.08    17.9
23:33:35  0       53      46       0       1    0.19     3.1
          1        0       0       0     100    0.03     0.6
          2        0       0       0     100    0.03     0.6
          3        0       0       0     100    0.03     0.6
          4        0      51       0      49    0.00     0.0
          5        0      37       0      63    0.00     0.0
          6        0      24       0      76    0.00     0.0
          7        0      25       0      75    0.00     0.0
          8        0      52       0      48    0.00     0.0
          9        0       4       0      96    0.00     0.0
          10        0       3       0      97    0.00     0.0
          11        0       2       0      98    0.00     0.0
          12        0      47       0      53    0.00     0.0
          13        0      47       0      53    0.00     0.0
          14        0      30       0      70    0.00     0.0
          15        0      30       0      70    0.00     0.0
          16       61      38       0       1    0.41     6.9
          17        8       4       0      88    0.08     1.4
          18        0       0       0     100    0.08     1.3
          19        0       0       0     100    0.08     1.3
          20       41      58       0       1    0.08     1.3
          21        0       0       0     100    0.02     0.3
          22        0       0       0     100    0.02     0.3
          23       13       7       0      79    0.02     0.3
          24        0      38       0      62    0.00     0.0
          25        0      49       0      51    0.00     0.0
          26        0      35       0      65    0.00     0.0
          27        0      25       0      75    0.00     0.0
          28        0      57       0      43    0.00     0.0
          29        0      45       0      55    0.00     0.0
          30        0      13       0      87    0.00     0.0
          31        0      39       0      61    0.00     0.0
          32        0      60       0      40    0.00     0.0
          33        0      24       0      76    0.00     0.0
          34        0      25       0      75    0.00     0.0
          35        0      24       0      76    0.00     0.0
          36        0      56       0      44    0.00     0.0
          37        0      43       0      57    0.00     0.0
          38        0      27       0      73    0.00     0.0
          39        0      29       0      71    0.00     0.0
          40        0      47       0      53    0.00     0.0
          41        0      44       0      56    0.00     0.0
          42        0      10       0      90    0.00     0.0
          43        0      10       0      90    0.00     0.0
          44        0      61       0      39    0.00     0.0
          45        0      26       0      74    0.00     0.0
          46        0      25       0      75    0.00     0.0
          47        0      26       0      74    0.00     0.0
          U        -       -       0      89    4.93    82.2
          -        4       3       0      93    1.07    17.8

Average   0       53      46       0       1    0.24     4.0
          1        0       0       0     100    0.04     0.7
          2        0       0       0     100    0.04     0.7
          3        0       0       0     100    0.04     0.7
          4        0      52       0      48    0.00     0.0
          5        0      28       0      72    0.00     0.0
          6        0      20       0      80    0.00     0.0
          7        0      20       0      80    0.00     0.0
          8        0      53       0      47    0.00     0.0
          9        0       3       0      97    0.00     0.0
          10        0       2       0      98    0.00     0.0
          11        0       2       0      98    0.00     0.0
          12        0      44       0      56    0.00     0.0
          13        0      45       0      55    0.00     0.0
          14        0      28       0      72    0.00     0.0
          15        0      28       0      72    0.00     0.0
          16       62      37       0       0    0.42     7.0
          17        3       2       0      96    0.08     1.3
          18        0       0       0     100    0.08     1.3
          19        0       0       0     100    0.08     1.3
          20       50      49       0       1    0.05     0.9
          21        0       0       0     100    0.01     0.2
          22        0       0       0     100    0.01     0.2
          23        7       4       0      89    0.01     0.2
          24        0      44       0      56    0.00     0.0
          25        0      51       0      49    0.00     0.0
          26        0      39       0      61    0.00     0.0
          27        0      22       0      78    0.00     0.0
          28       63      37       0       1    0.03     0.5
          29        0       1       0      99    0.01     0.1
          30        0       0       0     100    0.01     0.1
          31        0       0       0     100    0.01     0.1
          32        0      60       0      40    0.00     0.0
          33        0      21       0      79    0.00     0.0
          34        0      22       0      78    0.00     0.0
          35        0      21       0      79    0.00     0.0
          36        0      56       0      44    0.00     0.0
          37        0      42       0      58    0.00     0.0
          38        0      20       0      80    0.00     0.0
          39        0      30       0      70    0.00     0.0
          40       61      38       0       1    0.02     0.4
          41        0       1       0      99    0.00     0.1
          42        0       0       0     100    0.00     0.1
          43        0       0       0     100    0.00     0.1
          44        0      60       0      40    0.00     0.0
          45        0      23       0      77    0.00     0.0
          46        0      23       0      77    0.00     0.0
          47        0      23       0      77    0.00     0.0
          U        -       -       0      84    4.80    80.0
          -        6       4       0      90    1.20    20.0
==== EXITED with rc 0 ====
==== END sar -P ALL 5 3 Mon Jul  6 23:33:35 GST 2015 ====
